Primary Name	Arrival_Date	PIC tier	Ammonia (NH3) as Nitrogen (N)	Barometric pressure	Dissolved Oxygen	Dissolved Oxygen Percent Saturation	Fecal Coliform	Flow	Nitrate as N	Nitrite as N	pH	Phosphate as P	Precipitation	Precipitation (24 hour)	Salinity	Silicate as Si	Specific Conductivity (at 25 deg C)	Stream/River Stage	"Temperature, water"	Total Persulfate Nitrogen	Total Persulfate Phosphorus	Turbidity
Dungeness 0.8	5/9/2017	1						541														
Dungeness 0.8	6/13/2017	1						638														
Dungeness 0.8	7/18/2017	1						348														
Dungeness 0.8	8/14/2017	1						186														
Dungeness 0.8	9/19/2017	1						112														
Dungeness 0.8	10/10/2017	1						77.9														
Dungeness 0.8	11/13/2017	1						882														
Dungeness 0.8	12/12/2017	1						290														
Dungeness 0.8	1/8/2018	1						485														
Dungeness 0.8	2/13/2018	1						454														
Dungeness 0.8	3/13/2018	1						250														
Dungeness 0.8	4/16/2018	1						689														
Dungeness 0.8	5/15/2018	1						975														
Dungeness 0.8	6/12/2018	1						402														
Dungeness 0.8	7/10/2018	1						321														
Dungeness 0.8	8/13/2018	1						117														
Dungeness 0.8	9/11/2018	1						74.8														
Dungeness 0.8	10/9/2018	1						155														
Dungeness 0.8	11/13/2018	1																				
Dungeness 0.8	12/11/2018	1						193														
Dungeness 0.8	1/7/2019	1						667														
Dungeness 0.8	2/26/2019	1						200														
Dungeness 0.8	3/12/2019	1						155														
Dungeness 0.8	4/15/2019	1						271														
Dungeness 0.8	5/14/2019	1						586														
Dungeness 0.8	6/11/2019	1						457														
Dungeness 0.8	7/9/2019	1						244														
Dungeness 0.8	8/12/2019	1						121														
Dungeness 0.8	9/10/2019	1						135														
Dungeness 0.8	10/8/2019	1						1														
Dungeness 0.8	11/12/2019	1						139														
Dungeness 0.8	12/10/2019	1						129														
Dungeness 0.8	1/21/2020	1						552														
Dungeness 0.8	2/11/2020	1						733														
Dungeness 0.8	8/9/2021	1						165														
Gierin 1.8	11/24/2015	2		29.93	10.9		48				7.9				0.2		385	-0.81	6.8			5
Gierin 1.8	1/26/2016	2					16								0.2		394	-1.03	6.4			
Gierin 1.8	4/12/2016	2		30.04	11		70				7.6				0.1		278	-0.9	9.3			12
Gierin 1.8	5/2/2016	2					118											-0.79				
Gierin 1.8	8/17/2016	2					33											-0.9				
Gierin 1.8	11/15/2016	2		29.78	10.1	89	2				7.9				0.2		382	-0.85	9.6			4
Gierin 1.8	1/10/2017	2		29.67	13	96	10				7.9				0.2		362	-1	2.4			11
Gierin 1.8	4/18/2017	2		29.89	11.1	95	12				8.1				0.2		414	-1.14	8.1			7
Gierin 1.8	8/15/2017	2		29.96	10.3	97	46				8				0.1		169	-0.78	12.6			6
Gierin 1.8	11/14/2017	2		29.85	10.7	89	14				7.9				0.2		366	-0.84	7.4			2
Gierin 1.8	1/9/2018	2		29.56	11.3	92	2								0.2		368	-0.88	6.1			4
Gierin 1.8	4/17/2018	2		30.09	11.6	96	12				8				0.2		374	-1.09	7.2			7
Gierin 1.8	8/14/2018	2		29.93	9.9	96	162				8				0.1		198	-1	14.4			6
Gierin 1.8	11/14/2018	2		30.17	11.3	92	2				7.8				0.2		350	-1.06	6.9			2
Gierin 1.8	1/8/2019	2		29.94	12.4	96	9				7.8				0.1		300	-1.01	4.5			7
Gierin 1.8	4/22/2019	2		30.13	11.5	97	26				7.7				0.1		220	-1	8.5			8
Gierin 1.8	8/13/2019	2		30.07	10	98	76				7.9				0.1		180		14.5			7
Gierin 1.8	11/19/2019	2		29.83	10	87	12				7.6				0.2		434	-0.95	8.9			4
Gierin 1.8	1/22/2020	2		29.88	12	94	10				7.4				0.2		416	-1.1	4.7			7
Gierin 1.8	4/20/2020	2		30.06	11.2	97	38				8				0.1		208	-0.65	9.1			7
Gierin 1.8	4/20/2021	2		30.2	11.3	97	118				7.7				0.1		212	-0.95	8.8			9
Gierin 1.8	8/10/2021	2		30.05	9.8	96	208				7.9				0.1		104	-0.95	14.5			9
Gierin 1.8	11/16/2021	2		30.26	10.4	85	182				7.4				0.2		425	-0.96	7.1			5
Gierin 1.8	1/11/2022	2		30.11	12.1	93	52				7.6				0.2		424	-1.06	4.6			4
Gierin 1.8	5/26/2022	2		29.82	10.7	96	40				7.9				0.1		214		10.3			9
Gierin 1.8	8/9/2022	2		29.91	9.8	96	128				8				0.1		137	-1	14.4			16
Gierin 1.8	11/16/2022	2		30.47	12	94	84				7.9				0.1		299	-0.97	5.7			5
Gierin 1.8	1/10/2023	2		29.58	11.8	93	20				8.1				0.2		442	-1.1	4.6			4
Gierin 1.8	4/11/2023	2		29.88	11.8	97	38				8				0.2		454	-1.24	6.7			11
Gierin 1.8	8/15/2023	2		29.94	9.4	96	8				8				0.1		235	-1	16.5			8
Gierin 1.8	11/14/2023	2		30.02	11.8	92	116				8.1				0.2		473	-1.15	5			2
Gierin 1.8	1/11/2024	2		29.7	11.6	91	80				8.2				0.2		466	-1.08	4.8			9
Gierin 1.8	3/12/2024	2		29.6	12	96	36				8.2				0.2		470	-1.3	5			7
Gierin 1.8	4/2/2024	2		30.11	11	94	196				8.1				0.2		474	-1.33	8.6			9
Gierin 1.8	5/14/2024	2		30.14	11	96	44				7.8				0.1		250	-1.2	9.8			8
Gierin 1.8	6/11/2024	2		29.89	10.4	96	10				7.8				0.1		184	-1	11.6			7
Gierin 1.8	7/9/2024	2		29.82	9.7	96	208				7.8				0.1		168	-1	15			11
Gierin 1.8	8/13/2024	2		30.06	9.7	96	92				7.7				0.1		204	-1	14.9			6
Gierin 1.8	9/17/2024	2		29.86	10.4	95	82				7.9				0.1		143	-1.3	11.3			7
Gierin 1.8	10/8/2024	2		29.97	10.6	94	24				7.9				0.2		469	-1.3	10.4			8
Gierin 1.8	11/12/2024	2		29.94	11.2	95	242				8				0.2		474	-1.18	7.9			4
Gierin 1.8	12/10/2024	2		30.48	12	92	152				7.6				0.2		461	-1	4.9			8
Golden Sands Slough 0.0	5/12/2015	1	76.3				112		2.1	1.5		80.1			7.6	"4,551.70"		-0.86	22.7	"1,145.60"	176.6	
Golden Sands Slough 0.0	6/11/2015	1	19.9				24		1.1	0.7		24			13.7	"2,179.20"		-0.84	21.1	281.2	63.9	
Golden Sands Slough 0.0	7/7/2015	1	23.2				64		0.2	0.8		55.4			22.3	"2,585.40"		-0.75	18.5	"1,410.80"	146.2	
Golden Sands Slough 0.0	8/13/2015	1	32.2				45		0.8	4.8		15.1			22.8	"4,286.50"		-0.62	22	585.9	72.6	
Golden Sands Slough 0.0	9/10/2015	1	538.2	30.13	4.5		100		2	2	7.8	110.1			10.1	"10,908.40"	235	-0.75	22.3	"1,676.70"	297.5	15
Golden Sands Slough 0.0	10/8/2015	1	95.5	30.11	10.5		402		0.2	1.8	7.7	111.6			16	"6,820.50"	26048	-0.75	15.1	"1,088.30"	278.7	10
Golden Sands Slough 0.0	11/23/2015	1	131	29.86	4.6		112		526.5	8.6	7.1	134.5			27.3	"3,941.30"	42850	-0.43	7.6	"1,347.40"	168.5	7
Golden Sands Slough 0.0	12/17/2015	1	116.5	29.68	6.9		196		240.1	5.7	7.3	106.3			10.8	"6,765.00"	18100	0.39	5.8	"1,405.30"	166.8	7
Golden Sands Slough 0.0	1/25/2016	1	47.1				130		173.96	3.88		89.45			2.2	"9,193.21"	4125		6	"1,437.87"	163.8	
Golden Sands Slough 0.0	2/17/2016	1	20.6	29.36	5.2		98		220.35	6.39	6.9	117.38			1.5	"8,461.52"	2939		8.5	"1,536.26"	189.01	5
Golden Sands Slough 0.0	3/15/2016	1	13.6	30.22	8.1		4		128.52	2.27	7.1	40.33			18.9	"3,842.13"	31000		9.3	600.43	69.79	4
Golden Sands Slough 0.0	4/11/2016	1	18.6	30.15	8.6		14		3.86	1.36	7.7	75.05			11	"5,095.59"	18600	-0.1	14.7	"1,023.36"	156.54	8
Golden Sands Slough 0.0	5/17/2016	1	79	30.3	10.9		16		5.06	3.48	8.3	236.61			10.7	"4,278.70"	18101	-0.95	20	871.14	329.52	4
Golden Sands Slough 0.0	6/21/2016	1	41.7	30.3	8.5		626		-0.04	0.89	8.3	164.14			12.6	"4,908.99"	20995	-0.75	17.8	"1,135.00"	203.73	5
Golden Sands Slough 0.0	7/19/2016	1	45.7	30.11	7.3		81		3.5	1.42	8	44.02			26.6	"4,403.39"	41480	-0.7	21.6	516.18	77.42	4
Golden Sands Slough 0.0	8/15/2016	1	35.7	30.1	11.9		80		3.63	3.98	8.2	55.98			23	"4,690.60"	36876	-0.82	23	611.71	94.77	5
Golden Sands Slough 0.0	9/20/2016	1	159.3	30.16	11.4		68		8.67	8.37	8	140.98			19.2	"6,068.32"	30770		15.4	667	230.32	5
Golden Sands Slough 0.0	10/18/2016	1	327.7	30	6.3	64	42		77.96	16.37	7.4	231.34			11	"6,352.73"	18573		12.8	"1,701.26"	414.79	7
Golden Sands Slough 0.0	11/14/2016	1	1274	30.06	3.9	43	147		7.63	3.46	7.1	591.51			29.3	"11,474.13"	4533	-0.08	11.2	"4,033.16"	730.24	3
Golden Sands Slough 0.0	12/13/2016	1	275.7	30.34	4.9	37	25		43.1	6.49	7.6	119.75			2.7	"10,600.28"	3700	0.15	3.3	"1,956.38"	194.18	3
Golden Sands Slough 0.0	1/9/2017	1	118.9	29.59	8.2	80	5		67.62	5.36	7.3	60.1			30.6	"9,745.51"	47874	-0.24	5.4	"1,664.80"	157.01	0
Golden Sands Slough 0.0	2/14/2017	1	94.3	29.97	8.2	72	3		137.07	2.73	7.3	23.82			15.4	"12,051.84"	25410	-0.18	5.7	586.58	91.03	4
Golden Sands Slough 0.0	3/14/2017	1	54.5	29.74	7.4	70	28		69.61	3.06	7.3	61.32			9.6	"6,246.07"	16155	-0.31	10	840.82	123.76	3
Golden Sands Slough 0.0	4/17/2017	1	55.9	29.79	7.6	88	22		26.68	1.07	7.4	39.9			22.6	"3,062.64"	35758	0	16	578.13	98.2	2
Golden Sands Slough 0.0	5/9/2017	1	54	30.06	12.9	149	18		 -   	0.8	8.5	35.95			10.7	"1,229.99"	17959	-0.59	19.6	716.8	111.44	3
Golden Sands Slough 0.0	6/13/2017	1	25.4		12.6	157	20		0.36	0.66	8.8	59.24			15.3	"6,045.66"	25091	-1.12	22.3	"1,135.73"	206.88	6
Golden Sands Slough 0.0	7/18/2017	1	31.5	30.04	14.7	204	37		 -   	0.57	8.5	32.24			24	"4,579.21"	37798	-1.12	25.2	856.42	141.14	6
Golden Sands Slough 0.0	8/14/2017	1	94.8	30.03	10.2	116	57		2.76	2.74	8	29.45			3.6	"4,031.18"	6529	-1.05	21	663.56	126.68	5
Golden Sands Slough 0.0	9/19/2017	1	108.1	29.76	10.4	122	13		3.13	1.52	7.8	39.72			24.4	"5,109.12"	38344	-0.75	15.6	475.73	110.12	6
Golden Sands Slough 0.0	10/10/2017	1	338.3	29.89	0.1	1	14		2.42	2.51	7.1	244.04			17.2	"6,758.71"	27486	-0.35	10	"2,158.35"	459.02	13
Golden Sands Slough 0.0	11/13/2017	1	296.1	29.53	0.2	2	460		103.94	14.2		452.37			27.9	"8,470.67"	43689	-0.3	8.7	"2,990.83"	547.03	7
Golden Sands Slough 0.0	12/12/2017	1	44.2	30.48	7.7	78	2		308.21	5.14		65.1			30.6	"1,262.16"	47502	-0.6	7.9	535.04	61.01	2
Golden Sands Slough 0.0	1/8/2018	1	69.2	29.76	7.1	73	2		326.86	4.48		65.89			30.9	"1,549.21"	47981	0.08	7.8	754.87	60.79	10
Golden Sands Slough 0.0	2/13/2018	1	56.3				7		115.89	3.38		57.95				"7,254.26"				"1,108.80"	160.05	
Golden Sands Slough 0.0	3/13/2018	1	69.6	29.72	6.2	57	17		181.63	4.91	8.1	79.9			8	"4,955.02"	13700	-0.2	8.9	"1,146.68"	133.11	1
Golden Sands Slough 0.0	4/16/2018	1	99.7	29.65	0.1	1	43		65.37	2.76	7.4	60.17			16.8	"3,360.69"	27267		13.8	"1,202.62"	103.31	110
Golden Sands Slough 0.0	5/15/2018	1	71.9	29.95	7.3	86	111		0.42	1.04	7.9	111.41			16.3	"2,467.46"	26532	-0.51	18.8	919.08	233.78	4
Golden Sands Slough 0.0	6/12/2018	1	31.9	30.09	10	120	32		0.6	0.48	8	62.79			23.9	"1,738.03"	37561	-0.5	17.6	470.78	143.4	2
Golden Sands Slough 0.0	7/10/2018	1	12.7	30.27	11.7	150	46		1.15	0.78	8.2	44.87			26	659.11	40062		21	477.73	79.95	2
Golden Sands Slough 0.0	8/13/2018	1	45.6	30.09	9.6	121	6		2.7	2.2	8.1	28.83			29.8	842.85	45900		18.3	383.51	63.5	1
Golden Sands Slough 0.0	9/11/2018	1	52.4	29.32	9.2	112	15		4.01	3.2	8	38.07			29.4	"2,073.61"	45329	-0.63	9.7	403.26	84.38	
Golden Sands Slough 0.0	10/9/2018	1	85.3	29.96	9.5	105	49		5.9	1.58	7.7	74.64			22	"5,069.44"	35012	-0.82	13.9	18.74	3.12	5
Golden Sands Slough 0.0	11/13/2018	1	304.2	30.34	1.2	10	16		21.88	5.92	7.4	289.1			3.2	"10,126.38"	5860		6	"1,948.98"	412.6	5
Golden Sands Slough 0.0	12/11/2018	1	925.6	29.6	2.2	20	30		38.84	8.42		368.8			10.4	"8,917.92"	17682	-0.23	6.7	"1,988.40"	474.15	40
Golden Sands Slough 0.0	1/7/2019	1	71.8	30.08	5.7	49	19		115.31	4.03	7	85.42			10.6	"7,282.11"	18099		5.8	"1,224.47"	171.88	3
Golden Sands Slough 0.0	2/26/2019	1	270.4	30.19	6.4	50	3		137.53	5.66		172.73			2.9	"7,113.44"	2724			"1,618.83"	230	3
Golden Sands Slough 0.0	3/12/2019	1	27.5	29.87	8	64	74		123.06	3.25	7.2	100.39			1.1	"6,265.88"	2085	-3.12	5.4	"1,298.30"	149.47	5
Golden Sands Slough 0.0	4/15/2019	1	1.9	29.79	10	110	10		0.4	0.53	7.6	35.77			14.2	"2,567.58"	23334		15.6	680.05	106.12	3
Golden Sands Slough 0.0	5/14/2019	1	60.5	29.91	7.2	78	142		0.85	0.82	8	113.73			13.5	"6,124.82"	22389	-0.5	15.1	"1,023.01"	203.07	4
Golden Sands Slough 0.0	6/11/2019	1	35.1	30.25	12	161	173		0.2	0.75	8.2	23.78			24.6	"2,905.96"	38639		23.6	621.2	78.66	2
Golden Sands Slough 0.0	7/9/2019	1	39.6	29.96	12.8	167	60		1.47	0.88	8.1	20.72			28.7	"2,527.74"	44309		11.4	498.3	74.19	
Golden Sands Slough 0.0	8/12/2019	1	62.4	30.13	10.8	140	82		2.74	2.31	7.8	18.51			29.6	"1,295.34"	45596		19.7	341.79	42.93	1
Golden Sands Slough 0.0	9/10/2019	1	59.5	29.94	9.1	112	192		3	3.43	7.5	24.94			28.5	"1,609.50"	44030	-0.47	17.5	385.31	60.58	1
Golden Sands Slough 0.0	10/8/2019	1	1155.1	29.91	2.3	23	322		1.3	1.76	7.4	403.84			6	"11,977.51"	10478	-1	13.7	"2,080.01"	682.29	32
Golden Sands Slough 0.0	11/12/2019	1	1135.2	30.09	0.2	2	618		10.71	9.12	7.3	437.6			3	"12,003.93"	5524	-0.33	9.4	"2,236.92"	602.07	52
Golden Sands Slough 0.0	12/10/2019	1	232.5	30.1	5.3	44	114		69.95	7.58	7.5	436.39			2.8	"9,243.63"	3195	-0.2	6.9	"1,551.06"	510.66	4
Golden Sands Slough 0.0	1/21/2020	1	24.6	29.57	9.4	98	12		343.25	2.51	7.4	61.61			31	"1,297.66"	48046		7.8	467.17	81.71	8
Golden Sands Slough 0.0	2/11/2020	1		30.21	6.9	65	8				6.9				17.7		28816		8.4			4
Golden Sands Slough 0.0	3/10/2020	1	55.6	30.15	10.3	102	2		104.62	2.04	7.7	41.57			23.8	"1,819.77"	37852	-0.3	8.6	476.77	78.64	2
Golden Sands Slough 0.0	4/12/2020	1		30.26	10.5	117	78				8				23.1		36484	-0.75	14.4			3
Golden Sands Slough 0.0	5/12/2020	1		29.62	0.8	9	66				7.3				11.6		19422	0.1	18.4			27
Golden Sands Slough 0.0	6/15/2020	1	72.3	29.89	11.6	131	32		2.61	0.44		177.68			10.6	"7,054.21"	17819		17.8	965.03	289.1	4
Golden Sands Slough 0.0	7/14/2020	1	71.5	30.14	11.3	148	72		1.09	1.9		55.52			24.7	"4,432.36"	38783	-0.8	21.6	465.23	102.84	5
Golden Sands Slough 0.0	8/12/2020	1		30	12.3	160	26								27		42040	-0.92	20.6			2
Golden Sands Slough 0.0	9/28/2020	1		30.3	0.1	1	131				7.1				10.5		17669	0	14.1			668
Golden Sands Slough 0.0	10/12/2020	1	1814.8	30.15	0.5	5	999		0.7	2.59	7.3	622.76			10	"9,556.70"	17051	-0.44	12.6			44
Golden Sands Slough 0.0	11/16/2020	1	487.5	29.83	0.9	8	18		186.23	9.97	7.2	230.49			13.7	"4,938.41"	22881		7.5			26
Golden Sands Slough 0.0	12/7/2020	1		30.23	3.9	40	14				7.4				30.5		47426	1.6	7.8			62
Golden Sands Slough 0.0	1/11/2021	1		29.88	9.3	94	36				7.5				29.2		45591		7.8			21
Golden Sands Slough 0.0	2/9/2021	1		30.16	9.4	94	2				7.8				29.2		45570		7.4			2
Golden Sands Slough 0.0	3/8/2021	1	190.5	29.9	8.7	93	8		460.11	4.72	7.4	100.28			29.5	"1,788.57"	45790		10	"1,036.00"	122.18	2
Golden Sands Slough 0.0	4/19/2021	1		30.2	9.5	113	72				7.9				24.4		38348	-0.4	16.9			2
Golden Sands Slough 0.0	5/10/2021	1	107.6	30.26	8.6	107	8		1.85	1.22	7.9	35.84			22	"1,352.05"	34919	-0.78	19.9	604.62	87.24	4
Golden Sands Slough 0.0	6/14/2021	1		29.96	5.5	67	168				7.5				29.1		44925		16			4
Golden Sands Slough 0.0	7/12/2021	1	60.4	30.04	9.2	120	29		2.03	1.66	8.1	33.21			19.7	736.82	45724		19.7	426.77	75.61	2
Golden Sands Slough 0.0	8/9/2021	1		30.1	10.9	142	4				8.2				29.9		46073		20.1			1
Golden Sands Slough 0.0	9/13/2021	1	56.5	30.17	6.3	71	74		12.86	2.25	7.2	84.89			31.3	983.67	48193	-0.3	12.5	322.12	121.25	3
Golden Sands Slough 0.0	10/11/2021	1		30.26	0.4	4	404				7.2				16.6		27108	-0.46	8.6			84
Golden Sands Slough 0.0	11/8/2021	1	768.5	29.88	0.6	5	195		21.88	3.88	7	101.15			16.4	"6,284.13"	26929		6.4	"1,929.61"	350.25	11
Golden Sands Slough 0.0	12/13/2021	1		29.38	6	49	8				7.6				7.5		13218		3.9			5
Golden Sands Slough 0.0	2/14/2022	1		29.84	8.4	85	18				7.4				30.2		46912		7.9			1
Golden Sands Slough 0.0	3/14/2022	1	25.8	29.95	8.6	90	4		315.36	4.96		54.96			30.1	"1,267.99"	46725		8.8	681.79	105.47	15
Golden Sands Slough 0.0	4/26/2022	1		29.95	8.4	97	4				7.7				28.5		44105		14			5
Golden Sands Slough 0.0	5/9/2022	1	59.3	29.87	9.9	117	110		4.74	0.99	8.1	22.25			27.6	968.95	42799	-0.57	15.4	634.09	90.98	3
Golden Sands Slough 0.0	6/13/2022	1		29.99	7.8	88	172				7.7				26		39900		16			5
Golden Sands Slough 0.0	7/12/2022	1	46.8	29.9	10.1	130	232		4.81	1.26	8.3	35.33			27.6	"1,579.38"	42780		19.5	589.06	103.42	3
Golden Sands Slough 0.0	8/8/2022	1		29.94	10	127	24				8.3				21.5		34127		21.3			4
Golden Sands Slough 0.0	9/12/2022	1	91.7	29.97	9.6	100	6		3.92	3.84	8	40.68			22.5	971.99	35000		17.5	508.94	79.69	4
Golden Sands Slough 0.0	10/10/2022	1		30	9.9	113	10				8.1				27.1		42194	-0.8	14.2			5
Golden Sands Slough 0.0	11/14/2022	1	768.5	30.39	0	0	170		21.88	3.88	7	101.15			9.8	"6,284.13"	16680		8.7	"1,929.61"	350.25	47
Golden Sands Slough 0.0	12/5/2022	1		30	7.5	74	48				7.6				31.2		48606		6.1			10
Golden Sands Slough 0.0	1/9/2023	1	23.6	29.29	9.4	97	10		346.34	4.72	7.9	72.33			30.9	"1,145.38"	47501		7.4	413.69	87.35	8
Golden Sands Slough 0.0	2/13/2023	1		29.78	11.4	96	2				7.9				5.5		9842		6			2
Golden Sands Slough 0.0	3/13/2023	1	30.1	29.63	9.3	87	12		50.48	1.29	7.5	43.06			16	"3,456.30"	26524		7.5	515.25	99.61	3
Golden Sands Slough 0.0	4/10/2023	1		29.99	1.7	18	4				6.9				22		34577		11.5			27
Golden Sands Slough 0.0	5/15/2023	1	139.9	29.93	6.8	94	24		5.43	1.59	7.9	56.73			25.9	"1,404.52"	40457	-0.7	24	826.37	145.62	4
Golden Sands Slough 0.0	6/12/2023	1		29.96	8.2	111	8				8				28.6		44216		22			5
Golden Sands Slough 0.0	7/10/2023	1		30.01	7.6	95	149				8.2				30.6		46966	-0.8	17			5
Golden Sands Slough 0.0	8/14/2023	1		30.02	9.2	123	16				8.1				32		48891		20.7			3
Golden Sands Slough 0.0	9/11/2023	1	119.9	30.01	8.5	106	40		7.9	6.9	7.9	33.1			30.2	"2,046.89"	46406		17.3			2
Golden Sands Slough 0.0	10/9/2023	1		29.56	0.5	5	240				7.1				13.2		21843		13.8			34
Golden Sands Slough 0.0	11/13/2023	1	706.3	30.02	0.8	7	24		20.57	7.13	6.7	408.62			29.8	"6,332.80"	46246		9.3			7
Golden Sands Slough 0.0	12/11/2023	1		30.2	8.1	84	72				7.7				28.2		44900		9			13
Golden Sands Slough 0.0	1/9/2024	1		29.47	8.4	88	40				7.7				31		47861		7.9			6
Golden Sands Slough 0.0	2/22/2024	1		30.29	7.9	82	12				7.8				30.7		47565		9			2
Golden Sands Slough 0.0	3/12/2024	1		29.75	9.1	89	40				7.8				24.2		38498		7.6			5
Golden Sands Slough 0.0	4/2/2024	1		30.13	8.6	94	124				7.9				26.5		41246		12.2			4
Golden Sands Slough 0.0	5/14/2024	1		30.19	2.5	30	24				7.2				28.6		44289		16.1			200
Golden Sands Slough 0.0	6/11/2024	1		29.93	4.5	57	4				7.5				29.9		45940		18.2			286
Golden Sands Slough 0.0	7/9/2024	1		29.84	8	116	36				8				31		47569		22			6
Golden Sands Slough 0.0	8/13/2024	1		30.09	5.6	68	28				7.9				29		44414		16.8			3
Golden Sands Slough 0.0	9/17/2024	1		29.89	8.1	98	12				7.9				29.5		45489		16.1			1
Golden Sands Slough 0.0	10/8/2024	1		30	4.4	49	72				7.5				32		49593		11.1			3
Golden Sands Slough 0.0	11/12/2024	1		29.96	0.5	5	182				7.2				8.2		14160		9			43
Golden Sands Slough 0.0	12/10/2024	1		30.5	7.8	79	2				7.6				31		47782		8.1			8
Hurd 0.2	11/24/2015	2		29.94	9		36				7.3				0.1		170		9.5			1
Hurd 0.2	1/26/2016	2					2								0.1		175	-2.3	9			
Hurd 0.2	4/12/2016	2		29.99	9.7		2				7.2				0.1		173	-2.25	9.4			0
Hurd 0.2	8/16/2016	2		30.05	9.2		40				7.4				0.1		170	-2.3	11.2			0
Hurd 0.2	11/15/2016	2		29.75	8.7	78	2				7.6				0.1		163	-2.46	10.2			2
Hurd 0.2	1/10/2017	2		29.64	9.8	83	14				7.4				0.1		168	-2.36	8			20
Hurd 0.2	4/18/2017	2		29.86	10.2	90	4				7.6				0.1		164	-2.41	9.7			1
Hurd 0.2	8/15/2017	2		29.93	9.3	84	2				7.3				0.1		167	-2.43	10.6			1
Hurd 0.2	11/14/2017	2		29.82	9	79	10				7.4				0.1		165	-2.27	9.5			1
Hurd 0.2	1/9/2018	2		29.56	9.5	82	2								0.1		163	-2.39	8.5			1
Hurd 0.2	4/17/2018	2		30.07	10.2	88	4				7.4				0.1		169	-2.26	9			0
Hurd 0.2	8/14/2018	2		29.84	9.2	84	2				7.4				0.1		174	-2.1	11			1
Hurd 0.2	11/14/2018	2		30.15	9.4	82	2				7.6				0.1		166	-2.3	9.5			1
Hurd 0.2	1/8/2019	2		29.89	9.7	83	2				7.5				0.1		163	-2.31	8.3			1
Hurd 0.2	4/22/2019	2		30.12	10.4	90	2				7.4				0.1		180	-1.2	9.3			0
Hurd 0.2	8/13/2019	2		30.04	9.2	83	16				7.3				0.1		170	-1.42	10.9			0
Hurd 0.2	11/19/2019	2		29.81	8.7	77	2				7.4				0.1		167	-1	9.9			1
Hurd 0.2	1/22/2020	2		29.84	9.4	81	10				7.5				0.1		170	-1.1	8.4			1
Hurd 0.2	4/20/2020	2		30.03	10.1	89	12				7				0.1		175	-0.2	9.6			1
Hurd 0.2	8/18/2020	2		30.03	9.4	85	34								0.1		177		11.1			0
Hurd 0.2	11/17/2020	2		29.03	8.7	78	4				7.6				0.1		171		9.4			3
Hurd 0.2	1/26/2021	2		29.46	10.1	87	2				7.3				0.1		168		7.9			2
Hurd 0.2	4/20/2021	2		30.11	10.7	94	16				7.2				0.1		169	-0.28	9.7			1
Hurd 0.2	8/10/2021	2		30.02	9.5	86	38				7.5				0.1		169	-1.08	11.3			0
Hurd 0.2	11/16/2021	2		30.25	10	86	2				7.4				0.1		159	-0.82	9.1			12
Hurd 0.2	1/11/2022	2		30.07	10	85	2				7.5				0.1		167	-1	8.6			1
Hurd 0.2	5/26/2022	2		29.78	10	88	10				7.4				0.1		172	-1.05	9.7			1
Hurd 0.2	8/9/2022	2		29.86	9.3	83	22				7.3				0.1		130	-1.12	10.4			1
Hurd 0.2	11/16/2022	2		30.42	10	85	4				7.5				0.1		170	-1.33	9.1			0
Hurd 0.2	1/10/2023	2		29.54	9.7	84	4				7.4				0.1		160	-1.2	8.3			0
Hurd 0.2	4/11/2023	2		29.87	10.1	87	4				7.4				0.1		168	-1.1	8.6			0
Hurd 0.2	8/15/2023	2		29.9	9.3	84	104				7.4				0.1		207	-1.4	11			0
Hurd 0.2	11/14/2023	2		29.98	9.6	83	4				7.4				0.1		171		9.2			0
Hurd 0.2	1/11/2024	2		29.66	9.9	85	4				7.8				0.1		165	-1.58	8.5			2
Hurd 0.2	4/4/2024	2		29.74	10.5	92	188				7.6				0.1		173	-1.7	9			1
Hurd 0.2	8/21/2024	2		30.02	9	82	6				7.4				0.1		174	-1.7	11.3			1
Hurd 0.2	11/13/2024	2		29.43	8.6	78	38				7.9				0.1		205	-1.5	10.4			0
Jimmycomelately 0.15	5/12/2015	1					2								0.1			0.76	9.9			
Jimmycomelately 0.15	8/13/2015	1					2								0			0.61	14.3			
Jimmycomelately 0.15	10/8/2015	1	608.8	30.12	8.2		6		515.4	73.2	7.6	136.6			0.2	"9,379.80"	305	0.69	11.1	"2,249.70"	186.8	5
Jimmycomelately 0.15	11/23/2015	1	0.8	29.88	12.7		30		626.6	1.8	7.6	22.2			0.1	"11,152.80"	150	0.78	3.9	"1,306.60"	37.8	5
Jimmycomelately 0.15	12/17/2015	1	0.2	29.68	12.3		4		286.9	2.1	7.1	9.6			0.1	"11,614.60"	105	1.36	5.6	649.3	37.2	11
Jimmycomelately 0.15	1/25/2016	1	3				2		234.44	2.32		17.03			0	"9,087.80"	103	1.22	4.7	693.82	35	
Jimmycomelately 0.15	2/17/2016	1	2.8	29.42	11.7		2		181.71	1.13	7.3	12.9			0.1	"8,964.70"	125	0.98	7.1	465.75	28.44	5
Jimmycomelately 0.15	3/15/2016	1	0	30.18	12.5		2		164.92	1.75	7.2	11.86			0.1	"11,658.90"	96		5.4	539.71	36.22	17
Jimmycomelately 0.15	4/11/2016	1	8.2	30.13	11		2		77.24	1.12	7.7	20.07			0.1	"9,419.48"	177		8.8	279.45	21.99	2
Jimmycomelately 0.15	5/17/2016	1	4.5	30.3	10.7		4		98.79	0.39	7.8	19.27			0.1	"9,925.40"	202	0.76	10	202	27.21	1
