ActivityIdentifier,OrganizationIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,ResultValueTypeName,SubmitData
MBS 0.23-20170417-SR,ClallamCoDCD,Phosphorus,42.23,mg/l,Final,Actual,1
MBS 0.23-20170417-SR,ClallamCoDCD,Silicate,4847.65,mg/l,Final,Actual,1
MBS 0.23-20170417-SR,ClallamCoDCD,Gage height,-1.73,ft,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,"Temperature, water",8.2,deg C,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Dissolved oxygen (DO),7.2,mg/l,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Specific conductance,155,mS/cm,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Fecal Coliform,6,cfu/100ml,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Nitrate,40.61,mg/l,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Nitrite,0.59,mg/l,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Ammonia-nitrogen,17.2,mg/l,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Nitrogen,213.62,mg/l,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Phosphorus,43.47,mg/l,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Silicate,5098.31,mg/l,Final,Actual,1
MBS 0.23-20170509-SR,ClallamCoDCD,Gage height,-1.79,ft,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,"Temperature, water",9.7,deg C,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,pH,8.1,None,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Dissolved oxygen (DO),6.5,mg/l,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Specific conductance,122,mS/cm,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Fecal Coliform,572,cfu/100ml,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Nitrate,26.76,mg/l,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Nitrite,0.51,mg/l,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Ammonia-nitrogen,32.7,mg/l,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Nitrogen,197.54,mg/l,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Phosphorus,44.31,mg/l,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Silicate,4101.86,mg/l,Final,Actual,1
MBS 0.23-20170613-SR,ClallamCoDCD,Gage height,-1.74,ft,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,"Temperature, water",12.4,deg C,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,pH,7.3,None,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Dissolved oxygen (DO),5.9,mg/l,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Specific conductance,5770,mS/cm,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Salinity,3.2,ppt,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Fecal Coliform,64,cfu/100ml,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Nitrate,33.8,mg/l,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Nitrite,0.71,mg/l,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Ammonia-nitrogen,40.8,mg/l,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Nitrogen,157.63,mg/l,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Phosphorus,44.39,mg/l,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Silicate,4967.42,mg/l,Final,Actual,1
MBS 0.23-20170718-SR,ClallamCoDCD,Gage height,-2.75,ft,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,"Temperature, water",13,deg C,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,pH,7.2,None,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Dissolved oxygen (DO),2.7,mg/l,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Specific conductance,7885,mS/cm,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Salinity,4.4,ppt,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Fecal Coliform,30,cfu/100ml,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Nitrate,47.4,mg/l,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Nitrite,0.44,mg/l,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Ammonia-nitrogen,17.9,mg/l,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Nitrogen,228.31,mg/l,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Phosphorus,52.13,mg/l,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Silicate,4123.48,mg/l,Final,Actual,1
MBS 0.23-20170814-SR,ClallamCoDCD,Gage height,-2.8,ft,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,"Temperature, water",13.3,deg C,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,pH,7.3,None,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Dissolved oxygen (DO),6,mg/l,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Specific conductance,1074,mS/cm,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Salinity,0.5,ppt,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Fecal Coliform,94,cfu/100ml,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Nitrate,81.86,mg/l,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Nitrite,0.78,mg/l,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Ammonia-nitrogen,39.3,mg/l,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Nitrogen,195.21,mg/l,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Phosphorus,52.75,mg/l,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Silicate,4282.6,mg/l,Final,Actual,1
MBS 0.23-20170919-SR,ClallamCoDCD,Gage height,-2.87,ft,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,"Temperature, water",11.7,deg C,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Dissolved oxygen (DO),5.9,mg/l,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Specific conductance,343,mS/cm,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Fecal Coliform,130,cfu/100ml,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Nitrate,83.05,mg/l,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Nitrite,0.82,mg/l,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Ammonia-nitrogen,20.4,mg/l,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Nitrogen,179.83,mg/l,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Phosphorus,44.01,mg/l,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Silicate,4460.01,mg/l,Final,Actual,1
MBS 0.23-20171010-SR,ClallamCoDCD,Gage height,-2.83,ft,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,"Temperature, water",8.7,deg C,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Dissolved oxygen (DO),5.8,mg/l,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Specific conductance,22530,mS/cm,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Salinity,13.5,ppt,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Turbidity,10,FNU,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Fecal Coliform,62,cfu/100ml,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Nitrate,140.36,mg/l,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Nitrite,4.61,mg/l,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Ammonia-nitrogen,231.7,mg/l,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Nitrogen,1111.93,mg/l,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Phosphorus,213.16,mg/l,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Silicate,3047.19,mg/l,Final,Actual,1
MBS 0.23-20171113-SR,ClallamCoDCD,Gage height,-0.95,ft,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,"Temperature, water",7.5,deg C,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Dissolved oxygen (DO),5.5,mg/l,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Specific conductance,35877,mS/cm,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Salinity,22.4,ppt,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Fecal Coliform,10,cfu/100ml,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Nitrate,88,mg/l,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Nitrite,2.08,mg/l,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Ammonia-nitrogen,152.8,mg/l,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Nitrogen,503.26,mg/l,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Phosphorus,67.2,mg/l,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Silicate,3906.98,mg/l,Final,Actual,1
MBS 0.23-20171212-SR,ClallamCoDCD,Gage height,-2,ft,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,"Temperature, water",7.6,deg C,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Dissolved oxygen (DO),5.9,mg/l,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Specific conductance,44862,mS/cm,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Salinity,28.7,ppt,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Fecal Coliform,60,cfu/100ml,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Nitrate,205.82,mg/l,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Nitrite,2.99,mg/l,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Ammonia-nitrogen,103.4,mg/l,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Nitrogen,455.2,mg/l,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Phosphorus,52.44,mg/l,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Silicate,2778.04,mg/l,Final,Actual,1
MBS 0.23-20180108-SR,ClallamCoDCD,Gage height,-1.28,ft,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,"Temperature, water",5.8,deg C,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Dissolved oxygen (DO),9.8,mg/l,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Specific conductance,169,mS/cm,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Turbidity,7,FNU,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Fecal Coliform,20,cfu/100ml,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Nitrate,109.9,mg/l,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Nitrite,0.87,mg/l,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Ammonia-nitrogen,33.6,mg/l,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Nitrogen,265.39,mg/l,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Phosphorus,58.88,mg/l,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Silicate,4150.14,mg/l,Final,Actual,1
MBS 0.23-20180213-SR,ClallamCoDCD,Gage height,-3,ft,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,"Temperature, water",6.1,deg C,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Dissolved oxygen (DO),9,mg/l,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Specific conductance,780,mS/cm,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Salinity,0.4,ppt,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Fecal Coliform,410,cfu/100ml,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Nitrate,101.31,mg/l,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Nitrite,0.99,mg/l,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Ammonia-nitrogen,39.3,mg/l,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Nitrogen,309.04,mg/l,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Phosphorus,94.9,mg/l,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Silicate,3798.34,mg/l,Final,Actual,1
MBS 0.23-20180313-SR,ClallamCoDCD,Gage height,-2.96,ft,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,"Temperature, water",7.7,deg C,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,pH,7.2,None,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Dissolved oxygen (DO),5.3,mg/l,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Specific conductance,15597,mS/cm,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Salinity,9.1,ppt,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Fecal Coliform,24,cfu/100ml,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Nitrate,65.94,mg/l,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Nitrite,0.05,mg/l,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Ammonia-nitrogen,17.2,mg/l,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Nitrogen,188.77,mg/l,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Phosphorus,29.71,mg/l,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Silicate,3858.19,mg/l,Final,Actual,1
MBS 0.23-20180416-SR,ClallamCoDCD,Gage height,-3.1,ft,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,"Temperature, water",9.3,deg C,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Dissolved oxygen (DO),9.5,mg/l,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Specific conductance,229,mS/cm,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Fecal Coliform,20,cfu/100ml,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Nitrate,40.03,mg/l,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Nitrite,0.75,mg/l,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Ammonia-nitrogen,1.6,mg/l,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Nitrogen,162.57,mg/l,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Phosphorus,24.37,mg/l,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Silicate,3332.63,mg/l,Final,Actual,1
MBS 0.23-20180515-SR,ClallamCoDCD,Gage height,-3.13,ft,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,"Temperature, water",10.2,deg C,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Dissolved oxygen (DO),8.1,mg/l,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Specific conductance,533,mS/cm,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Salinity,0.3,ppt,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Fecal Coliform,140,cfu/100ml,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Nitrate,41.15,mg/l,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Nitrite,0.54,mg/l,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Ammonia-nitrogen,38.3,mg/l,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Nitrogen,149.23,mg/l,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Phosphorus,32.62,mg/l,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Silicate,4062.39,mg/l,Final,Actual,1
MBS 0.23-20180612-SR,ClallamCoDCD,Gage height,-3.3,ft,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,"Temperature, water",12.3,deg C,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Dissolved oxygen (DO),7.9,mg/l,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Specific conductance,515,mS/cm,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Fecal Coliform,440,cfu/100ml,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Nitrate,48.14,mg/l,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Nitrite,0.86,mg/l,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Ammonia-nitrogen,36.1,mg/l,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Nitrogen,148.63,mg/l,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Phosphorus,25.26,mg/l,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Silicate,4126.45,mg/l,Final,Actual,1
MBS 0.23-20180710-SR,ClallamCoDCD,Gage height,-3.33,ft,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,"Temperature, water",14.3,deg C,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Dissolved oxygen (DO),7.1,mg/l,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Specific conductance,849,mS/cm,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Salinity,0.4,ppt,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Fecal Coliform,438,cfu/100ml,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Nitrate,72.96,mg/l,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Nitrite,0.81,mg/l,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Ammonia-nitrogen,28.9,mg/l,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Nitrogen,163.51,mg/l,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Phosphorus,31.33,mg/l,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Silicate,4416.05,mg/l,Final,Actual,1
MBS 0.23-20180813-SR,ClallamCoDCD,Gage height,-3.38,ft,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,"Temperature, water",13.8,deg C,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Dissolved oxygen (DO),6.7,mg/l,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Specific conductance,672,mS/cm,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Salinity,0.3,ppt,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Fecal Coliform,300,cfu/100ml,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Nitrate,92.16,mg/l,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Nitrite,1.11,mg/l,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Ammonia-nitrogen,31.6,mg/l,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Nitrogen,274.94,mg/l,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Phosphorus,36.18,mg/l,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Silicate,4574.53,mg/l,Final,Actual,1
MBS 0.23-20180911-SR,ClallamCoDCD,Gage height,-3.51,ft,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,"Temperature, water",12.7,deg C,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Dissolved oxygen (DO),6.6,mg/l,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Specific conductance,361,mS/cm,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Fecal Coliform,160,cfu/100ml,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Nitrate,70.61,mg/l,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Nitrite,0.38,mg/l,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Ammonia-nitrogen,22.4,mg/l,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Nitrogen,149.05,mg/l,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Phosphorus,31.4,mg/l,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Silicate,4643.08,mg/l,Final,Actual,1
MBS 0.23-20181009-SR,ClallamCoDCD,Gage height,-3.5,ft,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,"Temperature, water",8,deg C,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,pH,7,None,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Dissolved oxygen (DO),5.5,mg/l,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Specific conductance,15566,mS/cm,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Salinity,9.1,ppt,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Fecal Coliform,1254,cfu/100ml,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Nitrate,160.19,mg/l,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Nitrite,5.61,mg/l,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Ammonia-nitrogen,103.8,mg/l,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Nitrogen,393.42,mg/l,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Phosphorus,62.71,mg/l,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Silicate,2833.72,mg/l,Final,Actual,1
MBS 0.23-20181113-SR,ClallamCoDCD,Gage height,-2.25,ft,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,"Temperature, water",7,deg C,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Dissolved oxygen (DO),5.8,mg/l,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Specific conductance,37448,mS/cm,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Salinity,23.5,ppt,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Turbidity,10,FNU,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Fecal Coliform,644,cfu/100ml,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Nitrate,199.42,mg/l,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Nitrite,6.46,mg/l,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Ammonia-nitrogen,264.9,mg/l,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Nitrogen,822.54,mg/l,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Phosphorus,187.76,mg/l,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Silicate,3053.75,mg/l,Final,Actual,1
MBS 0.23-20181211-SR,ClallamCoDCD,Gage height,-1.38,ft,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,"Temperature, water",6.4,deg C,Final,Actual,1
MBS 0.23-20190107-SR,ClallamCoDCD,pH,7,None,Final,Actual,1
